Player,Date,Pitcher,Team,ISO,Pitcher_HR9,HardHit,FlyBall,ParkFactor,WindFactor,Matchup,HR_Result,BarrelRate,ExitVelocity,LaunchAngle,RecentHRRate
Julio Rodríguez,2024-06-23,Kyle Tyler,Seattle Mariners,0.143,1.11,41.83,37.02,1.07,0.92,0.54,0,10.0,90.0,16.0,0.1
Dominic Canzone,2024-06-23,Kyle Tyler,Seattle Mariners,0.339,0.8,40.12,30.77,1.07,1.01,0.94,0,10.0,90.0,16.0,0.1
Ty France,2024-06-23,Kyle Tyler,Seattle Mariners,0.296,1.92,31.89,28.73,1.11,1.08,0.76,0,10.0,90.0,16.0,0.1
Luke Raley,2024-06-23,Kyle Tyler,Seattle Mariners,0.223,2.1,38.58,47.64,1.05,1.17,0.7,1,10.0,90.0,16.0,0.1
Mitch Garver,2024-06-23,Kyle Tyler,Seattle Mariners,0.141,0.87,45.54,49.62,0.94,1.14,0.74,0,10.0,90.0,16.0,0.1
Mitch Haniger,2024-06-23,Kyle Tyler,Seattle Mariners,0.195,1.19,41.61,34.7,0.93,1.03,0.98,0,10.0,90.0,16.0,0.1
Cal Raleigh,2024-06-23,Kyle Tyler,Seattle Mariners,0.309,1.61,45.88,33.31,1.14,1.01,0.89,0,10.0,90.0,16.0,0.1
Ryan Bliss,2024-06-23,Kyle Tyler,Seattle Mariners,0.124,1.08,35.69,29.25,1.13,1.1,0.75,0,10.0,90.0,16.0,0.1
Bryce Miller,2024-06-23,Kyle Tyler,Seattle Mariners,0.259,1.36,26.44,22.1,1.04,0.96,0.9,0,10.0,90.0,16.0,0.1
Tayler Saucedo,2024-06-23,Kyle Tyler,Seattle Mariners,0.133,1.77,42.53,33.71,0.91,0.92,0.84,0,10.0,90.0,16.0,0.1
Trent Thornton,2024-06-23,Kyle Tyler,Seattle Mariners,0.291,0.9,34.54,36.27,1.07,1.19,0.65,0,10.0,90.0,16.0,0.1
Austin Voth,2024-06-23,Kyle Tyler,Seattle Mariners,0.22,2.06,26.43,49.32,1.14,0.97,0.51,0,10.0,90.0,16.0,0.1
Mike Baumann,2024-06-23,Kyle Tyler,Seattle Mariners,0.199,2.06,57.89,36.04,1.09,1.09,0.92,0,10.0,90.0,16.0,0.1
Jazz Chisholm Jr.,2024-06-23,Bryce Miller,Miami Marlins,0.269,1.82,53.36,44.83,0.95,0.9,0.76,0,10.0,90.0,16.0,0.1
Josh Bell,2024-06-23,Bryce Miller,Miami Marlins,0.134,1.81,46.09,41.28,0.97,0.96,0.79,0,10.0,90.0,16.0,0.1
Emmanuel Rivera,2024-06-23,Bryce Miller,Miami Marlins,0.278,1.78,31.84,23.9,1.09,0.98,0.97,0,10.0,90.0,16.0,0.1
Bryan De La Cruz,2024-06-23,Bryce Miller,Miami Marlins,0.129,1.17,25.99,34.53,0.99,1.08,0.93,0,10.0,90.0,16.0,0.1
Jesús Sánchez,2024-06-23,Bryce Miller,Miami Marlins,0.305,1.29,42.25,22.34,1.14,1.09,0.99,1,10.0,90.0,16.0,0.1
Jake Burger,2024-06-23,Bryce Miller,Miami Marlins,0.12,1.34,29.89,47.13,1.12,1.11,0.53,0,10.0,90.0,16.0,0.1
Nick Gordon,2024-06-23,Bryce Miller,Miami Marlins,0.24,1.03,53.05,37.4,1.06,1.17,0.68,1,10.0,90.0,16.0,0.1
Otto Lopez,2024-06-23,Bryce Miller,Miami Marlins,0.136,1.83,54.65,28.96,1.05,1.06,0.9,0,10.0,90.0,16.0,0.1
Vidal Bruján,2024-06-23,Bryce Miller,Miami Marlins,0.263,2.2,49.63,44.46,0.93,1.19,0.84,0,10.0,90.0,16.0,0.1
Ali Sánchez,2024-06-23,Bryce Miller,Miami Marlins,0.174,1.32,35.21,45.33,1.18,0.97,0.58,0,10.0,90.0,16.0,0.1
Kyle Tyler,2024-06-23,Bryce Miller,Miami Marlins,0.238,2.02,46.29,32.33,1.09,0.98,0.51,0,10.0,90.0,16.0,0.1
A.J. Puk,2024-06-23,Bryce Miller,Miami Marlins,0.294,1.26,40.07,21.75,0.98,1.02,0.65,0,10.0,90.0,16.0,0.1
Huascar Brazobán,2024-06-23,Bryce Miller,Miami Marlins,0.186,1.77,45.53,23.77,0.96,1.16,0.71,0,10.0,90.0,16.0,0.1
Andrew Nardi,2024-06-23,Bryce Miller,Miami Marlins,0.21,1.06,41.29,35.29,0.91,1.07,0.62,0,10.0,90.0,16.0,0.1
Calvin Faucher,2024-06-23,Bryce Miller,Miami Marlins,0.311,1.67,29.36,20.59,0.93,1.09,0.61,0,10.0,90.0,16.0,0.1
Tanner Scott,2024-06-23,Bryce Miller,Miami Marlins,0.149,1.08,28.48,38.79,0.93,1.13,0.59,0,10.0,90.0,16.0,0.1
Adley Rutschman,2024-06-23,Framber Valdez,Baltimore Orioles,0.302,2.01,59.33,32.16,1.15,1.17,0.51,0,10.0,90.0,16.0,0.1
Ryan Mountcastle,2024-06-23,Framber Valdez,Baltimore Orioles,0.214,0.95,29.76,48.23,1.09,1.14,0.61,0,10.0,90.0,16.0,0.1
Anthony Santander,2024-06-23,Framber Valdez,Baltimore Orioles,0.138,1.16,42.19,21.77,1.03,1.14,0.73,0,10.0,90.0,16.0,0.1
Gunnar Henderson,2024-06-23,Framber Valdez,Baltimore Orioles,0.318,2.15,55.94,24.79,1.15,1.13,0.57,0,10.0,90.0,16.0,0.1
Jordan Westburg,2024-06-23,Framber Valdez,Baltimore Orioles,0.137,2.14,59.94,32.81,1.1,0.94,0.96,1,10.0,90.0,16.0,0.1
Austin Hays,2024-06-23,Framber Valdez,Baltimore Orioles,0.293,1.79,26.41,25.69,0.96,0.92,0.75,0,10.0,90.0,16.0,0.1
Jorge Mateo,2024-06-23,Framber Valdez,Baltimore Orioles,0.325,1.12,34.29,28.15,0.95,0.93,0.77,0,10.0,90.0,16.0,0.1
Ramón Urías,2024-06-23,Framber Valdez,Baltimore Orioles,0.148,1.42,59.76,27.64,1.04,1.1,0.96,0,10.0,90.0,16.0,0.1
Colton Cowser,2024-06-23,Framber Valdez,Baltimore Orioles,0.193,1.51,49.28,21.21,0.98,1.04,0.98,0,10.0,90.0,16.0,0.1
Albert Suárez,2024-06-23,Framber Valdez,Baltimore Orioles,0.207,1.64,55.38,35.2,1.07,1.1,0.83,0,10.0,90.0,16.0,0.1
Dillon Tate,2024-06-23,Framber Valdez,Baltimore Orioles,0.247,1.22,48.26,26.98,1.02,1.03,0.92,0,10.0,90.0,16.0,0.1
Keegan Akin,2024-06-23,Framber Valdez,Baltimore Orioles,0.209,1.76,40.45,32.17,0.93,0.96,0.57,0,10.0,90.0,16.0,0.1
Nick Vespi,2024-06-23,Framber Valdez,Baltimore Orioles,0.311,0.85,52.43,29.39,1.16,0.98,0.72,0,10.0,90.0,16.0,0.1
Jose Altuve,2024-06-23,Albert Suárez,Houston Astros,0.279,1.83,55.9,42.9,1.05,0.95,0.68,1,10.0,90.0,16.0,0.1
Alex Bregman,2024-06-23,Albert Suárez,Houston Astros,0.321,1.77,28.91,48.44,1.02,0.92,0.94,0,10.0,90.0,16.0,0.1
Yordan Alvarez,2024-06-23,Albert Suárez,Houston Astros,0.156,0.98,54.41,37.28,0.94,1.05,0.82,0,10.0,90.0,16.0,0.1
Jake Meyers,2024-06-23,Albert Suárez,Houston Astros,0.206,1.94,58.89,33.06,0.99,0.97,0.65,0,10.0,90.0,16.0,0.1
Yainer Diaz,2024-06-23,Albert Suárez,Houston Astros,0.207,1.94,34.06,20.38,1.03,1.16,0.83,0,10.0,90.0,16.0,0.1
Jeremy Peña,2024-06-23,Albert Suárez,Houston Astros,0.21,1.59,54.66,21.75,1.1,1.09,0.96,0,10.0,90.0,16.0,0.1
Mauricio Dubón,2024-06-23,Albert Suárez,Houston Astros,0.32,1.62,26.14,23.26,1.11,1.19,0.51,0,10.0,90.0,16.0,0.1
Joey Loperfido,2024-06-23,Albert Suárez,Houston Astros,0.332,1.18,44.82,45.48,1.0,1.13,0.69,0,10.0,90.0,16.0,0.1
Chas McCormick,2024-06-23,Albert Suárez,Houston Astros,0.206,0.83,34.33,40.58,1.12,1.0,0.54,0,10.0,90.0,16.0,0.1
César Salazar,2024-06-23,Albert Suárez,Houston Astros,0.166,1.54,37.25,22.25,1.13,1.12,0.8,0,10.0,90.0,16.0,0.1
Framber Valdez,2024-06-23,Albert Suárez,Houston Astros,0.303,1.06,48.72,30.16,1.17,0.94,0.74,0,10.0,90.0,16.0,0.1
Bryan King,2024-06-23,Albert Suárez,Houston Astros,0.219,1.17,53.66,46.63,0.99,1.18,0.81,0,10.0,90.0,16.0,0.1
Luis Contreras,2024-06-23,Albert Suárez,Houston Astros,0.244,1.32,51.63,43.11,0.92,1.19,0.92,0,10.0,90.0,16.0,0.1
Brett Wisely,2024-06-23,Sonny Gray,San Francisco Giants,0.277,1.16,47.88,26.81,1.07,0.94,0.93,0,10.0,90.0,16.0,0.1
Heliot Ramos,2024-06-23,Sonny Gray,San Francisco Giants,0.32,1.29,53.02,43.47,1.15,0.91,0.72,0,10.0,90.0,16.0,0.1
Patrick Bailey,2024-06-23,Sonny Gray,San Francisco Giants,0.134,2.0,40.06,21.23,0.96,1.02,0.54,1,10.0,90.0,16.0,0.1
Jorge Soler,2024-06-23,Sonny Gray,San Francisco Giants,0.29,1.12,57.56,43.97,1.16,1.01,0.75,0,10.0,90.0,16.0,0.1
Matt Chapman,2024-06-23,Sonny Gray,San Francisco Giants,0.152,2.16,55.39,44.02,0.93,0.97,0.99,0,10.0,90.0,16.0,0.1
Michael Conforto,2024-06-23,Sonny Gray,San Francisco Giants,0.183,1.17,55.37,32.89,1.15,1.16,0.92,0,10.0,90.0,16.0,0.1
Luis Matos,2024-06-23,Sonny Gray,San Francisco Giants,0.208,1.7,54.46,43.66,1.12,0.97,0.82,0,10.0,90.0,16.0,0.1
Thairo Estrada,2024-06-23,Sonny Gray,San Francisco Giants,0.242,2.09,59.48,34.91,1.08,1.03,0.64,0,10.0,90.0,16.0,0.1
Trenton Brooks,2024-06-23,Sonny Gray,San Francisco Giants,0.173,1.66,36.44,39.08,0.95,1.05,0.59,0,10.0,90.0,16.0,0.1
Wilmer Flores,2024-06-23,Sonny Gray,San Francisco Giants,0.128,1.8,31.03,29.63,1.03,0.95,0.74,0,10.0,90.0,16.0,0.1
Austin Slater,2024-06-23,Sonny Gray,San Francisco Giants,0.174,1.26,29.04,41.93,1.12,1.17,0.57,0,10.0,90.0,16.0,0.1
Logan Webb,2024-06-23,Sonny Gray,San Francisco Giants,0.201,0.92,35.27,26.55,1.02,1.11,0.81,0,10.0,90.0,16.0,0.1
Randy Rodríguez,2024-06-23,Sonny Gray,San Francisco Giants,0.216,1.67,40.45,37.94,1.06,0.96,0.99,0,10.0,90.0,16.0,0.1
Taylor Rogers,2024-06-23,Sonny Gray,San Francisco Giants,0.197,1.34,25.14,47.11,1.12,0.98,0.78,0,10.0,90.0,16.0,0.1
Tyler Rogers,2024-06-23,Sonny Gray,San Francisco Giants,0.338,0.9,28.69,39.22,0.91,1.14,0.89,0,10.0,90.0,16.0,0.1
Masyn Winn,2024-06-23,Logan Webb,St. Louis Cardinals,0.187,1.3,37.5,30.59,0.91,1.17,0.73,0,10.0,90.0,16.0,0.1
Alec Burleson,2024-06-23,Logan Webb,St. Louis Cardinals,0.149,0.97,30.07,33.65,0.92,0.91,0.81,0,10.0,90.0,16.0,0.1
Paul Goldschmidt,2024-06-23,Logan Webb,St. Louis Cardinals,0.17,2.0,47.12,29.29,0.98,0.92,0.75,0,10.0,90.0,16.0,0.1
Nolan Gorman,2024-06-23,Logan Webb,St. Louis Cardinals,0.233,2.1,53.0,31.63,0.97,0.94,0.75,0,10.0,90.0,16.0,0.1
Brendan Donovan,2024-06-23,Logan Webb,St. Louis Cardinals,0.255,1.5,27.29,25.86,1.17,1.13,0.9,0,10.0,90.0,16.0,0.1
Matt Carpenter,2024-06-23,Logan Webb,St. Louis Cardinals,0.178,1.91,36.23,31.6,1.16,0.92,0.92,0,10.0,90.0,16.0,0.1
José Fermín,2024-06-23,Logan Webb,St. Louis Cardinals,0.214,1.02,59.27,35.31,0.92,1.08,0.57,0,10.0,90.0,16.0,0.1
Dylan Carlson,2024-06-23,Logan Webb,St. Louis Cardinals,0.122,2.05,51.62,36.28,1.0,0.96,0.8,0,10.0,90.0,16.0,0.1
Brandon Crawford,2024-06-23,Logan Webb,St. Louis Cardinals,0.173,2.05,32.85,21.28,1.13,1.0,0.89,0,10.0,90.0,16.0,0.1
Pedro Pagés,2024-06-23,Logan Webb,St. Louis Cardinals,0.334,1.06,32.25,37.95,1.08,1.16,1.0,0,10.0,90.0,16.0,0.1
Sonny Gray,2024-06-23,Logan Webb,St. Louis Cardinals,0.174,2.09,47.82,33.07,0.94,1.08,0.83,0,10.0,90.0,16.0,0.1
JoJo Romero,2024-06-23,Logan Webb,St. Louis Cardinals,0.166,1.76,45.58,35.28,0.97,1.15,0.94,0,10.0,90.0,16.0,0.1
Andrew Kittredge,2024-06-23,Logan Webb,St. Louis Cardinals,0.164,1.13,40.6,49.4,0.95,1.02,0.66,0,10.0,90.0,16.0,0.1
Ryan Helsley,2024-06-23,Logan Webb,St. Louis Cardinals,0.268,2.04,28.55,20.55,1.07,0.94,0.64,0,10.0,90.0,16.0,0.1
Nick Loftin,2024-06-23,Max Scherzer,Kansas City Royals,0.122,1.78,28.88,41.21,1.04,1.11,0.55,0,10.0,90.0,16.0,0.1
Bobby Witt Jr.,2024-06-23,Max Scherzer,Kansas City Royals,0.234,1.84,31.54,25.44,1.06,1.16,0.99,0,10.0,90.0,16.0,0.1
Vinnie Pasquantino,2024-06-23,Max Scherzer,Kansas City Royals,0.33,1.45,56.62,41.25,1.13,0.96,0.84,0,10.0,90.0,16.0,0.1
Salvador Perez,2024-06-23,Max Scherzer,Kansas City Royals,0.272,1.46,59.6,21.7,1.05,1.16,0.92,0,10.0,90.0,16.0,0.1
MJ Melendez,2024-06-23,Max Scherzer,Kansas City Royals,0.197,2.15,30.05,42.31,1.12,0.94,0.68,0,10.0,90.0,16.0,0.1
Hunter Renfroe,2024-06-23,Max Scherzer,Kansas City Royals,0.311,1.6,26.5,37.17,0.99,1.1,0.8,0,10.0,90.0,16.0,0.1
Nelson Velázquez,2024-06-23,Max Scherzer,Kansas City Royals,0.142,1.23,31.09,30.57,0.9,1.02,0.82,0,10.0,90.0,16.0,0.1
Maikel Garcia,2024-06-23,Max Scherzer,Kansas City Royals,0.135,1.07,51.18,32.74,1.09,0.95,0.95,0,10.0,90.0,16.0,0.1
Dairon Blanco,2024-06-23,Max Scherzer,Kansas City Royals,0.301,1.51,59.19,22.33,0.98,1.17,0.61,0,10.0,90.0,16.0,0.1
Alec Marsh,2024-06-23,Max Scherzer,Kansas City Royals,0.221,2.0,29.52,28.07,1.15,1.02,0.93,0,10.0,90.0,16.0,0.1
Sam Long,2024-06-23,Max Scherzer,Kansas City Royals,0.206,2.13,45.29,31.25,1.15,1.19,0.83,0,10.0,90.0,16.0,0.1
Carlos Hernández,2024-06-23,Max Scherzer,Kansas City Royals,0.17,1.13,59.75,23.12,0.99,0.97,0.76,0,10.0,90.0,16.0,0.1
Marcus Semien,2024-06-23,Alec Marsh,Texas Rangers,0.313,1.37,30.64,24.65,0.91,1.19,0.87,0,10.0,90.0,16.0,0.1
Corey Seager,2024-06-23,Alec Marsh,Texas Rangers,0.158,1.81,53.62,35.14,1.01,0.96,0.62,0,10.0,90.0,16.0,0.1
Josh Smith,2024-06-23,Alec Marsh,Texas Rangers,0.267,1.76,56.64,29.07,0.94,0.97,0.97,1,10.0,90.0,16.0,0.1
Adolis García,2024-06-23,Alec Marsh,Texas Rangers,0.246,1.53,55.91,47.55,1.01,1.09,0.54,0,10.0,90.0,16.0,0.1
Nathaniel Lowe,2024-06-23,Alec Marsh,Texas Rangers,0.268,1.66,51.07,38.52,1.08,1.12,0.52,0,10.0,90.0,16.0,0.1
Wyatt Langford,2024-06-23,Alec Marsh,Texas Rangers,0.242,0.83,59.15,22.77,0.96,1.15,0.65,0,10.0,90.0,16.0,0.1
Ezequiel Duran,2024-06-23,Alec Marsh,Texas Rangers,0.268,1.74,25.4,37.13,1.07,1.16,0.55,0,10.0,90.0,16.0,0.1
Andrew Knizner,2024-06-23,Alec Marsh,Texas Rangers,0.298,1.83,51.67,27.38,1.09,1.04,0.65,0,10.0,90.0,16.0,0.1
Leody Taveras,2024-06-23,Alec Marsh,Texas Rangers,0.187,1.15,27.7,26.8,0.93,1.18,0.96,0,10.0,90.0,16.0,0.1
Max Scherzer,2024-06-23,Alec Marsh,Texas Rangers,0.332,1.48,35.66,22.89,0.91,0.99,0.52,0,10.0,90.0,16.0,0.1
José Ureña,2024-06-23,Alec Marsh,Texas Rangers,0.215,1.43,52.99,21.8,1.01,1.19,0.81,0,10.0,90.0,16.0,0.1
CJ Abrams,2024-06-23,Kyle Freeland,Washington Nationals,0.24,1.23,31.17,22.13,0.97,1.12,0.53,0,10.0,90.0,16.0,0.1
Lane Thomas,2024-06-23,Kyle Freeland,Washington Nationals,0.299,2.06,30.01,26.89,1.11,1.04,0.87,0,10.0,90.0,16.0,0.1
Ildemaro Vargas,2024-06-23,Kyle Freeland,Washington Nationals,0.33,1.43,49.31,41.13,1.17,1.19,0.79,0,10.0,90.0,16.0,0.1
Joey Meneses,2024-06-23,Kyle Freeland,Washington Nationals,0.123,1.9,47.26,30.34,0.99,1.08,0.62,0,10.0,90.0,16.0,0.1
Nick Senzel,2024-06-23,Kyle Freeland,Washington Nationals,0.226,1.05,26.97,32.3,1.06,1.11,0.98,0,10.0,90.0,16.0,0.1
Eddie Rosario,2024-06-23,Kyle Freeland,Washington Nationals,0.167,0.98,53.19,42.07,0.95,1.12,0.8,0,10.0,90.0,16.0,0.1
Keibert Ruiz,2024-06-23,Kyle Freeland,Washington Nationals,0.26,0.98,32.38,34.8,0.97,1.08,0.97,0,10.0,90.0,16.0,0.1
Trey Lipscomb,2024-06-23,Kyle Freeland,Washington Nationals,0.203,1.85,45.24,40.94,0.95,1.08,0.97,0,10.0,90.0,16.0,0.1
Jesse Winker,2024-06-23,Kyle Freeland,Washington Nationals,0.266,1.08,47.33,27.54,1.16,0.97,0.89,0,10.0,90.0,16.0,0.1
Luis García Jr.,2024-06-23,Kyle Freeland,Washington Nationals,0.178,0.83,58.39,25.29,0.95,1.04,0.91,0,10.0,90.0,16.0,0.1
Jacob Young,2024-06-23,Kyle Freeland,Washington Nationals,0.336,0.93,48.6,37.3,1.1,0.92,0.86,0,10.0,90.0,16.0,0.1
Jake Irvin,2024-06-23,Kyle Freeland,Washington Nationals,0.193,2.01,46.08,25.43,1.11,0.93,0.6,0,10.0,90.0,16.0,0.1
Robert Garcia,2024-06-23,Kyle Freeland,Washington Nationals,0.162,1.96,58.92,33.9,1.04,1.14,0.53,0,10.0,90.0,16.0,0.1
Dylan Floro,2024-06-23,Kyle Freeland,Washington Nationals,0.286,2.11,40.63,47.07,1.17,1.17,0.65,0,10.0,90.0,16.0,0.1
Kyle Finnegan,2024-06-23,Kyle Freeland,Washington Nationals,0.161,1.17,34.33,32.67,1.19,0.98,0.51,0,10.0,90.0,16.0,0.1
Brenton Doyle,2024-06-23,Jake Irvin,Colorado Rockies,0.169,1.53,33.43,24.81,0.91,1.19,0.71,0,10.0,90.0,16.0,0.1
Ezequiel Tovar,2024-06-23,Jake Irvin,Colorado Rockies,0.171,1.05,41.61,23.77,1.14,0.93,0.9,0,10.0,90.0,16.0,0.1
Ryan McMahon,2024-06-23,Jake Irvin,Colorado Rockies,0.207,1.93,48.71,31.0,1.15,1.19,0.7,0,10.0,90.0,16.0,0.1
Brendan Rodgers,2024-06-23,Jake Irvin,Colorado Rockies,0.198,1.18,58.98,36.89,1.0,1.13,0.75,0,10.0,90.0,16.0,0.1
Nolan Jones,2024-06-23,Jake Irvin,Colorado Rockies,0.192,2.06,55.87,25.88,1.13,1.16,0.72,0,10.0,90.0,16.0,0.1
Hunter Goodman,2024-06-23,Jake Irvin,Colorado Rockies,0.175,1.49,44.47,41.07,1.09,0.99,0.5,0,10.0,90.0,16.0,0.1
Michael Toglia,2024-06-23,Jake Irvin,Colorado Rockies,0.287,1.9,31.21,30.31,1.18,1.09,0.78,1,10.0,90.0,16.0,0.1
Jake Cave,2024-06-23,Jake Irvin,Colorado Rockies,0.258,1.99,57.48,49.89,1.17,1.19,0.72,0,10.0,90.0,16.0,0.1
Elehuris Montero,2024-06-23,Jake Irvin,Colorado Rockies,0.285,1.33,51.99,21.38,1.02,1.15,0.86,0,10.0,90.0,16.0,0.1
Sam Hilliard,2024-06-23,Jake Irvin,Colorado Rockies,0.127,1.21,57.05,49.2,0.92,1.14,0.92,0,10.0,90.0,16.0,0.1
Alan Trejo,2024-06-23,Jake Irvin,Colorado Rockies,0.169,1.89,47.13,34.38,0.9,1.11,0.69,0,10.0,90.0,16.0,0.1
Kyle Freeland,2024-06-23,Jake Irvin,Colorado Rockies,0.252,1.22,59.63,40.08,1.05,1.18,0.85,0,10.0,90.0,16.0,0.1
Nick Mears,2024-06-23,Jake Irvin,Colorado Rockies,0.271,0.93,56.62,43.92,0.93,1.15,0.65,0,10.0,90.0,16.0,0.1
Jalen Beeks,2024-06-23,Jake Irvin,Colorado Rockies,0.33,0.92,53.75,20.8,0.94,1.17,0.76,0,10.0,90.0,16.0,0.1
Manuel Margot,2024-06-23,Hogan Harris,Minnesota Twins,0.141,1.26,51.12,27.99,1.14,1.17,0.55,0,10.0,90.0,16.0,0.1
Carlos Correa,2024-06-23,Hogan Harris,Minnesota Twins,0.178,1.48,51.96,31.94,1.09,1.08,0.99,0,10.0,90.0,16.0,0.1
Royce Lewis,2024-06-23,Hogan Harris,Minnesota Twins,0.152,1.32,37.11,29.02,1.02,0.94,0.57,0,10.0,90.0,16.0,0.1
Jose Miranda,2024-06-23,Hogan Harris,Minnesota Twins,0.136,1.21,46.65,36.44,1.18,1.19,0.78,0,10.0,90.0,16.0,0.1
Carlos Santana,2024-06-23,Hogan Harris,Minnesota Twins,0.198,2.05,39.92,27.32,1.08,0.93,0.67,0,10.0,90.0,16.0,0.1
Willi Castro,2024-06-23,Hogan Harris,Minnesota Twins,0.291,1.43,42.7,37.03,0.98,1.0,0.95,0,10.0,90.0,16.0,0.1
Byron Buxton,2024-06-23,Hogan Harris,Minnesota Twins,0.249,1.58,43.55,25.43,1.18,1.08,0.6,1,10.0,90.0,16.0,0.1
Kyle Farmer,2024-06-23,Hogan Harris,Minnesota Twins,0.186,1.37,55.87,31.1,1.0,0.93,0.52,0,10.0,90.0,16.0,0.1
Christian Vázquez,2024-06-23,Hogan Harris,Minnesota Twins,0.234,1.5,56.5,38.84,1.1,1.09,0.66,0,10.0,90.0,16.0,0.1
Pablo López,2024-06-23,Hogan Harris,Minnesota Twins,0.259,1.59,59.77,48.87,1.16,1.03,0.98,0,10.0,90.0,16.0,0.1
Griffin Jax,2024-06-23,Hogan Harris,Minnesota Twins,0.286,1.84,45.65,30.79,1.04,1.01,0.96,0,10.0,90.0,16.0,0.1
Max Schuemann,2024-06-23,Pablo López,Oakland Athletics,0.164,1.88,47.89,34.86,1.06,0.99,0.8,0,10.0,90.0,16.0,0.1
JJ Bleday,2024-06-23,Pablo López,Oakland Athletics,0.181,1.25,52.77,22.59,0.94,1.03,0.75,0,10.0,90.0,16.0,0.1
Miguel Andujar,2024-06-23,Pablo López,Oakland Athletics,0.192,1.4,27.78,31.16,1.06,1.0,0.88,0,10.0,90.0,16.0,0.1
Brent Rooker,2024-06-23,Pablo López,Oakland Athletics,0.216,1.94,52.76,27.1,1.07,1.19,0.93,0,10.0,90.0,16.0,0.1
Tyler Soderstrom,2024-06-23,Pablo López,Oakland Athletics,0.18,1.91,29.52,25.52,1.09,0.99,0.55,0,10.0,90.0,16.0,0.1
Shea Langeliers,2024-06-23,Pablo López,Oakland Athletics,0.214,1.64,34.79,45.9,1.0,1.04,0.91,0,10.0,90.0,16.0,0.1
Tyler Nevin,2024-06-23,Pablo López,Oakland Athletics,0.228,2.15,44.8,39.81,0.93,0.92,0.65,0,10.0,90.0,16.0,0.1
Zack Gelof,2024-06-23,Pablo López,Oakland Athletics,0.247,1.56,43.53,47.06,0.95,1.15,0.52,0,10.0,90.0,16.0,0.1
Lawrence Butler,2024-06-23,Pablo López,Oakland Athletics,0.161,1.27,30.03,40.63,1.01,0.93,0.52,0,10.0,90.0,16.0,0.1
Hogan Harris,2024-06-23,Pablo López,Oakland Athletics,0.222,1.43,38.61,38.76,0.97,0.93,0.56,0,10.0,90.0,16.0,0.1
Austin Adams,2024-06-23,Pablo López,Oakland Athletics,0.254,1.69,26.82,37.91,1.16,1.04,0.96,0,10.0,90.0,16.0,0.1
Lucas Erceg,2024-06-23,Pablo López,Oakland Athletics,0.172,1.01,49.53,34.85,1.03,0.98,0.88,0,10.0,90.0,16.0,0.1
Scott Alexander,2024-06-23,Pablo López,Oakland Athletics,0.141,1.61,55.27,30.09,1.03,1.14,0.91,0,10.0,90.0,16.0,0.1
Brice Turang,2024-06-23,Michael King,Milwaukee Brewers,0.259,2.01,44.51,25.63,1.14,1.07,0.62,0,10.0,90.0,16.0,0.1
Tyler Black,2024-06-23,Michael King,Milwaukee Brewers,0.285,1.51,38.37,37.7,1.12,0.92,0.55,0,10.0,90.0,16.0,0.1
Jackson Chourio,2024-06-23,Michael King,Milwaukee Brewers,0.133,1.35,46.69,41.21,1.19,0.91,0.62,0,10.0,90.0,16.0,0.1
Christian Yelich,2024-06-23,Michael King,Milwaukee Brewers,0.241,1.29,38.68,38.66,1.17,1.13,0.63,0,10.0,90.0,16.0,0.1
Willy Adames,2024-06-23,Michael King,Milwaukee Brewers,0.181,1.36,59.59,35.11,0.99,1.02,0.78,0,10.0,90.0,16.0,0.1
Jake Bauers,2024-06-23,Michael King,Milwaukee Brewers,0.29,1.13,42.16,48.52,1.17,1.16,0.9,0,10.0,90.0,16.0,0.1
Joey Ortiz,2024-06-23,Michael King,Milwaukee Brewers,0.129,1.88,57.82,28.06,1.06,1.05,0.8,0,10.0,90.0,16.0,0.1
Sal Frelick,2024-06-23,Michael King,Milwaukee Brewers,0.281,0.87,33.37,40.33,1.13,1.1,0.87,0,10.0,90.0,16.0,0.1
Gary Sánchez,2024-06-23,Michael King,Milwaukee Brewers,0.297,1.02,59.95,40.95,1.09,0.92,0.7,0,10.0,90.0,16.0,0.1
Blake Perkins,2024-06-23,Michael King,Milwaukee Brewers,0.287,1.27,40.65,31.19,0.99,0.93,0.66,0,10.0,90.0,16.0,0.1
Tobias Myers,2024-06-23,Michael King,Milwaukee Brewers,0.293,1.87,32.81,28.46,1.06,0.95,0.53,0,10.0,90.0,16.0,0.1
Bryan Hudson,2024-06-23,Michael King,Milwaukee Brewers,0.269,1.27,42.61,25.47,0.92,1.19,0.96,0,10.0,90.0,16.0,0.1
Joel Payamps,2024-06-23,Michael King,Milwaukee Brewers,0.224,1.31,52.83,39.06,0.91,1.05,0.58,0,10.0,90.0,16.0,0.1
Trevor Megill,2024-06-23,Michael King,Milwaukee Brewers,0.263,2.03,47.53,34.38,1.04,1.0,0.93,0,10.0,90.0,16.0,0.1
Luis Arraez,2024-06-23,Tobias Myers,San Diego Padres,0.328,1.68,28.15,21.84,0.94,0.91,0.58,0,10.0,90.0,16.0,0.1
Jurickson Profar,2024-06-23,Tobias Myers,San Diego Padres,0.218,1.43,51.59,49.08,0.92,1.01,0.92,0,10.0,90.0,16.0,0.1
Jake Cronenworth,2024-06-23,Tobias Myers,San Diego Padres,0.332,2.11,33.73,49.32,0.93,1.13,0.53,0,10.0,90.0,16.0,0.1
